Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,62,29,0,68.13186813,31.86813187,0,0.51219963,0.055938793,0.190410371,49.41798639,80.40365989,174.9953499,137.7479991,37.24735081,1.923025823,1.513714276,0.409311547,82.39603351,0.905450918,47.08469885,0.702702703,26,0.296296296,16,0.703703704,38,0.297297297,11,0.619047619,0.702702703,0.658227848,0.400438294,0.826826827,0.713375585,0.681318681,0.131481381,0.868518619,0.318681319,NaN,0.681318681,NaN,NaN,0.870839465,0.707187457,NaN,0.681318681,0.001,0,0,0,0,0,139592,115620,36486,90.10989011,19.87179487,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.579870729,0.053906356,0.188147224,47.56955044,79.34801009,180.8635336,147.3595641,33.50396952,1.987511358,1.619335869,0.368175489,84.71534649,0.930937873,46.83937376,0.783783784,29,0.259259259,14,0.740740741,40,0.216216216,8,0.674418605,0.783783784,0.725,0.516070096,0.84984985,0.777169121,0.725274725,0.113694614,0.886305386,0.274725275,NaN,0.725274725,NaN,NaN,0.872618092,0.740141801,NaN,0.725274725,0,0,0,0,0,0,139592,115620,36486,85.71428571,19.41391941,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,67,24,0,73.62637363,26.37362637,0,0.596601404,0.052787443,0.173042231,46.58398406,72.98090954,179.2785711,94.70895571,84.56961538,1.970094188,1.040757755,0.929336433,95.49786846,1.049427126,53.26786569,0.783783784,29,0.240740741,13,0.759259259,41,0.216216216,8,0.69047619,0.783783784,0.734177215,0.53506841,0.871371371,0.801793095,0.736263736,0.106725331,0.893274669,0.263736264,NaN,0.736263736,NaN,NaN,0.915325146,0.765278615,NaN,0.736263736,0,0,0,0,0,0,139592,115620,36486,97.8021978,22.98534799,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,61,30,0,67.03296703,32.96703297,0,0.521807672,0.05570636,0.188146299,48.9337689,78.93909415,182.1350192,131.976744,50.15827523,2.001483727,1.45029389,0.551189838,92.60577338,1.017645861,50.84457332,0.594594595,22,0.222222222,12,0.777777778,42,0.405405405,15,0.647058824,0.594594595,0.61971831,0.378092713,0.842342342,0.722843326,0.67032967,0.106417439,0.893582561,0.32967033,NaN,0.67032967,NaN,NaN,0.896149468,0.750231564,NaN,0.67032967,0,0.001,0,0,0,0,139592,115620,36486,90.10989011,19.68864469,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,67,24,0,73.62637363,26.37362637,0,0.601459854,0.054612808,0.177839505,47.97316727,74.61475187,182.1350192,121.1001951,61.03482408,2.001483727,1.330771375,0.670712352,85.74367996,0.942238241,47.07698736,0.783783784,29,0.240740741,13,0.759259259,41,0.216216216,8,0.69047619,0.783783784,0.734177215,0.53506841,0.863363363,0.768101585,0.736263736,0.106067229,0.893932771,0.263736264,NaN,0.736263736,NaN,NaN,0.883938131,0.748101157,NaN,0.736263736,0,0,0,0,0,0,139592,115620,36486,92.30769231,21.88644689,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.591488598,0.053547012,0.179891864,47.03603438,75.47421541,182.7199817,119.4470687,63.27291296,2.007911887,1.312605151,0.695306736,94.17767729,1.034919531,51.54207899,0.72972973,27,0.222222222,12,0.777777778,42,0.27027027,10,0.692307692,0.72972973,0.710526316,0.503739768,0.856356356,0.741192786,0.725274725,0.10063138,0.89936862,0.274725275,NaN,0.725274725,NaN,NaN,0.902364472,0.737902887,NaN,0.725274725,0,0,0,0,0,0,139592,115620,36486,93.40659341,22.52747253,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,62,29,0,68.13186813,31.86813187,0,0.543583535,0.05589314,0.189602178,49.09021961,79.53619605,185.7199817,145.7127207,40.00726104,2.04087892,1.601238689,0.439640231,88.59441913,0.973565045,47.70322413,0.675675676,25,0.12962963,7,0.87037037,47,0.324324324,12,0.78125,0.675675676,0.724637681,0.561727924,0.899399399,0.846562044,0.681318681,0.076319173,0.923680827,0.318681319,NaN,0.681318681,NaN,NaN,0.894147394,0.765682714,NaN,0.681318681,0,0,0,0,0,0,139592,115620,36486,87.91208791,19.96336996,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,63,28,0,69.23076923,30.76923077,0,0.542302856,0.061167574,0.202297057,53.72164434,84.85973883,186.7199817,173.3125091,13.40747257,2.051867931,1.904533067,0.147334863,78.41443676,0.861697107,41.99573931,0.675675676,25,0.240740741,13,0.759259259,41,0.324324324,12,0.657894737,0.675675676,0.666666667,0.433203844,0.805805806,0.626253778,0.692307692,0.116285081,0.883714919,0.307692308,NaN,0.692307692,NaN,NaN,0.85573012,0.662809298,NaN,0.692307692,0,0.001,0,0,0,0,139592,115620,36486,84.61538462,19.87179487,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,68,22,0,75.55555556,24.44444444,0,0.619961612,0.049158217,0.180992858,43.37831283,76.32734777,174.1812845,137.1654216,37.01586293,1.935347606,1.52406024,0.411287366,87.59481495,0.973275722,50.28945285,0.837837838,31,0.264150943,14,0.735849057,39,0.162162162,6,0.688888889,0.837837838,0.756097561,0.56454844,0.840897501,0.736022385,0.755555556,0.115381636,0.884618364,0.244444444,NaN,0.755555556,NaN,NaN,0.869094677,0.727620799,NaN,0.755555556,0,0,0,0,0,0,139592,115729,36377,86.66666667,17.12962963,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,4,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,62,28,0,68.88888889,31.11111111,0,0.527559055,0.055146194,0.192373628,48.6814073,81.16301482,173.569629,139.300133,34.26949599,1.928551433,1.547779255,0.380772178,78.02036139,0.866892904,44.9504685,0.72972973,27,0.245283019,13,0.754716981,40,0.27027027,10,0.675,0.72972973,0.701298701,0.479700102,0.854156043,0.72218379,0.688888889,0.119620818,0.880379182,0.311111111,NaN,0.688888889,NaN,NaN,0.872486146,0.701879546,NaN,0.688888889,0,0,0,0,0,0,139592,115729,36377,88.88888889,18.51851852,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,63,28,0,69.23076923,30.76923077,0,0.542138365,0.056807498,0.189323974,50.18542601,79.9449126,174.9953499,131.8326713,43.16267865,1.923025823,1.448710673,0.47431515,87.45648367,0.96106026,49.97646149,0.648648649,24,0.240740741,13,0.759259259,41,0.351351351,13,0.648648649,0.648648649,0.648648649,0.407907908,0.841841842,0.733712631,0.692307692,0.109903342,0.890096658,0.307692308,NaN,0.692307692,NaN,NaN,0.889620271,0.740000974,NaN,0.692307692,0,0,0,0,0,0,139592,115620,36486,92.30769231,21.7032967,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.5824922,0.052590953,0.182179417,46.4105858,76.83453613,179.2785711,148.586721,30.69185013,1.970094188,1.63282111,0.337273078,87.91481495,0.966096868,49.03810556,0.783783784,29,0.222222222,12,0.777777778,42,0.216216216,8,0.707317073,0.783783784,0.743589744,0.55439357,0.854354354,0.737455594,0.725274725,0.100241971,0.899758029,0.274725275,NaN,0.725274725,NaN,NaN,0.886772605,0.728597587,NaN,0.725274725,0,0,0,0,0,0,139592,115620,36486,84.61538462,21.61172161,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,59,32,0,64.83516484,35.16483516,0,0.48714336,0.058995419,0.19554203,52.0563236,82.45945696,181.2785711,135.9980812,45.28048988,1.99207221,1.494484409,0.497587801,81.29651941,0.893368345,44.84618282,0.621621622,23,0.203703704,11,0.796296296,43,0.378378378,14,0.676470588,0.621621622,0.647887324,0.424337924,0.858358358,0.776458471,0.648351648,0.101364731,0.898635269,0.351648352,NaN,0.648351648,NaN,NaN,0.8893325,0.740587365,NaN,0.648351648,0,0,0,0,0,0,139592,115620,36486,94.50549451,19.50549451,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,67,24,0,73.62637363,26.37362637,0,0.605277426,0.052393115,0.17046888,46.01797903,71.51305643,184.1350192,118.1197788,66.0152404,2.023461749,1.298019547,0.725442202,93.29168062,1.025183304,50.66482249,0.783783784,29,0.203703704,11,0.796296296,43,0.216216216,8,0.725,0.783783784,0.753246753,0.574077612,0.907407407,0.839560591,0.736263736,0.093892266,0.906107734,0.263736264,NaN,0.736263736,NaN,NaN,0.911961036,0.778997972,NaN,0.736263736,0,0,0,0,0,0,139592,115620,36486,94.50549451,23.53479853,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,67,24,0,73.62637363,26.37362637,0,0.603557814,0.054860264,0.185968025,48.18866785,78.02180501,183.7199817,140.3577814,43.36220031,2.018900898,1.542393202,0.476507696,87.69004541,0.963626873,47.73027114,0.756756757,28,0.240740741,13,0.759259259,41,0.243243243,9,0.682926829,0.756756757,0.717948718,0.509429385,0.831831832,0.668071133,0.736263736,0.10648414,0.89351586,0.263736264,NaN,0.736263736,NaN,NaN,0.873229542,0.714644314,NaN,0.736263736,0.001,0,0,0,0,0,139592,115620,36486,89.01098901,20.51282051,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.582031968,0.051330901,0.183618797,45.0885136,77.03619991,183.7199817,132.8301278,50.88985393,2.018900898,1.459671734,0.559229164,93.71419386,1.029826306,51.00925495,0.783783784,29,0.259259259,14,0.740740741,40,0.216216216,8,0.674418605,0.783783784,0.725,0.516070096,0.844844845,0.704449748,0.725274725,0.114512488,0.885487512,0.274725275,NaN,0.725274725,NaN,NaN,0.875891362,0.715496022,NaN,0.725274725,0,0,0,0,0,0,139592,115620,36486,85.71428571,18.77289377,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,63,28,0,69.23076923,30.76923077,0,0.549425287,0.055013595,0.189074049,48.32335227,79.32491923,183.7199817,148.4991287,35.22085296,2.018900898,1.631858558,0.38704234,84.00831338,0.923168279,45.72628007,0.702702703,26,0.203703704,11,0.796296296,43,0.297297297,11,0.702702703,0.702702703,0.702702703,0.498998999,0.868868869,0.779019913,0.692307692,0.096724705,0.903275295,0.307692308,NaN,0.692307692,NaN,NaN,0.872341172,0.721120008,NaN,0.692307692,0,0.001,0,0,0,0,139592,115620,36486,85.71428571,20.51282051,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,62,29,0,68.13186813,31.86813187,0,0.523388116,0.054065958,0.187469396,47.49095828,78.65169657,183.7199817,141.6344801,42.0855016,2.018900898,1.556422858,0.46247804,90.69373133,0.99663441,49.36519724,0.675675676,25,0.259259259,14,0.740740741,40,0.324324324,12,0.641025641,0.675675676,0.657894737,0.413324938,0.849349349,0.726685006,0.681318681,0.123954645,0.876045355,0.318681319,NaN,0.681318681,NaN,NaN,0.887040616,0.724032308,NaN,0.681318681,0.001,0,0,0,0,0,139592,115620,36486,86.81318681,17.85714286,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,68,22,0,75.55555556,24.44444444,0,0.61560862,0.05092251,0.183024643,44.93516496,77.18418153,174.1812845,122.7700166,51.41126795,1.935347606,1.364111295,0.571236311,87.45945492,0.971771721,50.21174069,0.864864865,32,0.264150943,14,0.735849057,39,0.135135135,5,0.695652174,0.864864865,0.771084337,0.59129096,0.828658848,0.647365142,0.755555556,0.121187212,0.878812788,0.244444444,NaN,0.755555556,NaN,NaN,0.865140441,0.688125603,NaN,0.755555556,0.001,0,0,0,0,0,139592,115729,36377,87.77777778,17.40740741,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,5,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,66,24,0,73.33333333,26.66666667,0,0.596563317,0.052747687,0.18019677,46.56407762,76.02556168,173.569629,115.5362603,58.03336865,1.928551433,1.283736226,0.644815207,90.53684203,1.005964911,52.16168438,0.756756757,28,0.226415094,12,0.773584906,41,0.243243243,9,0.7,0.756756757,0.727272727,0.525145375,0.875573687,0.826171853,0.733333333,0.104084381,0.895915619,0.266666667,NaN,0.733333333,NaN,NaN,0.89845386,0.763582764,NaN,0.733333333,0,0,0,0,0,0,139592,115729,36377,94.44444444,20.18518519,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,63,28,0,69.23076923,30.76923077,0,0.539240506,0.056478129,0.187415953,49.66472041,78.72734273,177.851798,134.9089438,42.94285427,1.954415363,1.482515865,0.471899497,84.09534468,0.924124667,47.28394405,0.702702703,26,0.259259259,14,0.740740741,40,0.297297297,11,0.65,0.702702703,0.675324675,0.438854844,0.83983984,0.755640668,0.692307692,0.11733005,0.88266995,0.307692308,0.664285714,0.692307692,0.677512963,0.569333081,0.87901721,0.733934492,0.334776335,0.692307692,0.004,0,0,0,0,0,139592,115620,36486,90.10989011,21.06227106,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,60,31,0,65.93406593,34.06593407,0,0.486624204,0.060537767,0.201004033,53.19843855,84.37067709,181.5233636,157.3740625,24.14930108,1.994762238,1.729385303,0.265376935,74.55578583,0.81929435,41.07228092,0.702702703,26,0.277777778,15,0.722222222,39,0.297297297,11,0.634146341,0.702702703,0.666666667,0.419501017,0.832832833,0.75987536,0.659340659,0.133314159,0.866685841,0.340659341,NaN,0.659340659,NaN,NaN,0.8569187,0.706408279,NaN,0.659340659,0,0,0,0,0,0,139592,115620,36486,89.01098901,20.87912088,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,68,23,0,74.72527473,25.27472527,0,0.619454545,0.049439621,0.17470064,43.62959095,73.68034663,179.2785711,117.1153937,62.16317743,1.970094188,1.286982348,0.68311184,96.43748997,1.059752637,53.79197825,0.756756757,28,0.203703704,11,0.796296296,43,0.243243243,9,0.717948718,0.756756757,0.736842105,0.548947183,0.864364364,0.74135234,0.747252747,0.092982917,0.907017083,0.252747253,NaN,0.747252747,NaN,NaN,0.895357518,0.757375046,NaN,0.747252747,0.001,0,0,0,0,0,139592,115620,36486,92.30769231,18.22344322,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,62,29,0,68.13186813,31.86813187,0,0.523560209,0.057407394,0.193923047,50.66100926,81.78743553,179.2785711,152.0844942,27.19407693,1.970094188,1.671258178,0.29883601,81.71890378,0.898009932,45.58208116,0.648648649,24,0.259259259,14,0.740740741,40,0.351351351,13,0.631578947,0.648648649,0.64,0.387839575,0.816316316,0.68990039,0.681318681,0.117227221,0.882772779,0.318681319,NaN,0.681318681,NaN,NaN,0.864736782,0.704383374,NaN,0.681318681,0,0,0,0,0,0,139592,115620,36486,85.71428571,19.13919414,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,66,25,0,72.52747253,27.47252747,0,0.596774194,0.054898046,0.184233732,48.44466538,77.69755914,180.8635336,135.4360768,45.42745675,1.987511358,1.488308537,0.499202821,85.32696413,0.937658946,47.17753902,0.72972973,27,0.148148148,8,0.851851852,46,0.27027027,10,0.771428571,0.72972973,0.75,0.587192298,0.871871872,0.751615352,0.725274725,0.072170914,0.927829086,0.274725275,NaN,0.725274725,NaN,NaN,0.89528879,0.732977331,NaN,0.725274725,0,0,0,0,0,0,139592,115620,36486,90.10989011,22.16117216,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,68,23,0,74.72527473,25.27472527,0,0.609077325,0.048868989,0.17419553,42.92599664,73.08272328,183.7199817,118.687701,65.03228074,2.018900898,1.30426045,0.714640448,97.83722392,1.075134329,53.25344746,0.837837838,31,0.277777778,15,0.722222222,39,0.162162162,6,0.673913043,0.837837838,0.746987952,0.550233682,0.878378378,0.81371114,0.747252747,0.119434798,0.880565202,0.252747253,NaN,0.747252747,NaN,NaN,0.904576046,0.763923446,NaN,0.747252747,0.001,0,0,0,0,0,139592,115620,36486,91.20879121,19.32234432,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,7,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,64,27,0,70.32967033,29.67032967,0,0.548843188,0.054585528,0.186747819,47.94734296,78.34896287,183.7199817,129.8792152,53.84076647,2.018900898,1.427244123,0.591656774,87.88406761,0.965758985,47.83587871,0.756756757,28,0.277777778,15,0.722222222,39,0.243243243,9,0.651162791,0.756756757,0.7,0.471258666,0.850850851,0.77359768,0.703296703,0.122540835,0.877459165,0.296703297,NaN,0.703296703,NaN,NaN,0.88640728,0.726080282,NaN,0.703296703,0,0,0,0,0,0,139592,115620,36486,90.10989011,19.23076923,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,8,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,58,33,0,63.73626374,36.26373626,0,0.465943447,0.064377919,0.21336948,56.54997168,89.51985818,182.7199817,175.5512365,7.168745207,2.007911887,1.929134467,0.07877742,70.05660694,0.769852824,38.34096648,0.594594595,22,0.259259259,14,0.740740741,40,0.405405405,15,0.611111111,0.594594595,0.602739726,0.336856138,0.801301301,0.61957614,0.637362637,0.127894504,0.872105496,0.362637363,NaN,0.637362637,NaN,NaN,0.84598096,0.659073993,NaN,0.637362637,0.001,0,0,0,0,0,139592,115620,36486,84.61538462,19.23076923,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,9,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,72,18,0,80,20,0,0.695717506,0.046815142,0.167548968,41.30585193,70.64854043,176.1812845,104.7426533,71.4386312,1.957569828,1.163807259,0.793762569,99.10148911,1.101127657,56.2497256,0.864864865,32,0.169811321,9,0.830188679,44,0.135135135,5,0.780487805,0.864864865,0.820512821,0.686700068,0.896481387,0.773103022,0.8,0.078101625,0.921898375,0.2,NaN,0.8,NaN,NaN,0.912078435,0.766070224,NaN,0.8,0,0,0,0,0,0,139592,115729,36377,94.44444444,19.90740741,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,6,10,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,818,90,64,26,0,71.11111111,28.88888889,0,0.55622985,0.05370199,0.181981568,47.38131022,76.73249024,177.1812845,136.8080998,40.37318477,1.968680939,1.520089997,0.448590942,89.77052854,0.997450317,50.66592037,0.783783784,29,0.264150943,14,0.735849057,39,0.216216216,8,0.674418605,0.783783784,0.725,0.511861223,0.881693014,0.791742588,0.711111111,0.124221759,0.875778241,0.288888889,NaN,0.711111111,NaN,NaN,0.892761553,0.747822983,NaN,0.711111111,0,0,0,0,0,0,139592,115729,36377,91.11111111,22.96296296,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,7,1,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,70,21,0,76.92307692,23.07692308,0,0.645979993,0.048555248,0.168866708,42.89514451,71.30652232,174.9953499,110.4493337,64.54601625,1.923025823,1.213728942,0.709296882,97.49922205,1.071420023,55.71532163,0.810810811,30,0.203703704,11,0.796296296,43,0.189189189,7,0.731707317,0.810810811,0.769230769,0.599357754,0.878878879,0.781319862,0.769230769,0.098658377,0.901341623,0.230769231,NaN,0.769230769,NaN,NaN,0.904822292,0.769805574,NaN,0.769230769,0.001,0,0,0,0,0,139592,115620,36486,92.30769231,21.06227106,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,7,2,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,67,24,0,73.62637363,26.37362637,0,0.594202899,0.054452702,0.183606253,48.0535462,77.43630707,179.2785711,145.3212356,33.95733544,1.970094188,1.596936655,0.373157532,85.68919244,0.941639477,47.79667303,0.783783784,29,0.259259259,14,0.740740741,40,0.216216216,8,0.674418605,0.783783784,0.725,0.516070096,0.829329329,0.670190918,0.736263736,0.113469484,0.886530516,0.263736264,NaN,0.736263736,NaN,NaN,0.866856315,0.702406403,NaN,0.736263736,0,0.001,0,0,0,0,139592,115620,36486,86.81318681,19.78021978,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,7,3,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,61,30,0,67.03296703,32.96703297,0,0.517753047,0.059621116,0.195880959,52.60842631,82.60238246,181.2785711,151.9198815,29.35868963,1.99207221,1.669449247,0.322622963,79.38184902,0.872328011,43.78997945,0.648648649,24,0.185185185,10,0.814814815,44,0.351351351,13,0.705882353,0.648648649,0.676056338,0.470583135,0.858358358,0.725389656,0.67032967,0.091443498,0.908556502,0.32967033,NaN,0.67032967,NaN,NaN,0.881586033,0.708699699,NaN,0.67032967,0,0,0,0,0,0,139592,115620,36486,90.10989011,21.7032967,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,7,4,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,61,30,0,67.03296703,32.96703297,0,0.520463727,0.056812938,0.188031272,49.90000293,78.88062046,184.1350192,129.6469024,54.48811684,2.023461749,1.424691235,0.598770515,84.24173525,0.925733354,45.74998043,0.648648649,24,0.203703704,11,0.796296296,43,0.351351351,13,0.685714286,0.648648649,0.666666667,0.449237481,0.850850851,0.695741806,0.67032967,0.097859183,0.902140817,0.32967033,NaN,0.67032967,NaN,NaN,0.886168604,0.702206334,NaN,0.67032967,0,0,0,0,0,0,139592,115620,36486,92.30769231,20.42124542,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,7,5,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,64,27,0,70.32967033,29.67032967,0,0.568644663,0.050671202,0.180233862,44.50904093,75.61607004,183.7199817,124.6590678,59.06091392,2.018900898,1.369879866,0.649021032,97.30013321,1.069232233,52.96110543,0.675675676,25,0.166666667,9,0.833333333,45,0.324324324,12,0.735294118,0.675675676,0.704225352,0.516828346,0.872872873,0.767987329,0.703296703,0.087557172,0.912442828,0.296703297,NaN,0.703296703,NaN,NaN,0.899553103,0.769055161,NaN,0.703296703,0,0,0,0,0,0,139592,115620,36486,87.91208791,18.58974359,?,?,?,?
hawksA-weka.filters.unsupervised.attribute.NumericToNominal-R3-10,7,6,weka.classifiers.bayes.NaiveBayesSimple,'',-1.47824E+18,2.02E+07,817,91,58,33,0,63.73626374,36.26373626,0,0.477193593,0.0654293,0.208866773,57.47239642,87.62884179,183.7199817,180.2118439,3.508137762,2.018900898,1.980349933,0.038550964,75.24330819,0.826849541,40.95542983,0.594594595,22,0.222222222,12,0.777777778,42,0.405405405,15,0.647058824,0.594594595,0.61971831,0.378092713,0.801301301,0.659368994,0.637362637,0.108194071,0.891805929,0.362637363,NaN,0.637362637,NaN,NaN,0.841653083,0.676902587,NaN,0.637362637,0,0.001,0,0,0,0,139592,115620,36486,85.71428571,20.78754579,?,?,?,?
